sale_date,class_id,sale_quantity,brand_id,compartment,type_id,level_id,department_id,TR,gearbox_type,displacement,if_charging,price,driven_type_id,fuel_type_id,newenergy_type_id,emission_standards_id,if_MPV_id,if_luxurious_id,power,cylinder_number,engine_torque,car_length,car_width,car_height,total_quality,equipment_quality,rated_passenger,wheelbase,front_track,rear_track,price_lower,price_upper,year,month,time_index,mini_class_id
2015-05-01,103507,17,831,2,1,3,3,6.0,1,2.0,0,15.7,1,1,1,3,2,1,118.0,4,192.0,4270,1780,1630,1860,1425,5.0,2590,1557,1570,10,15,2015,5,41,4.0
2015-05-01,103507,6,831,2,1,3,3,6.0,5,1.6,0,15.7,1,1,1,3,2,1,91.6,4,150.7,4270,1780,1630,1720,1275,5.0,2590,1557,1570,10,15,2015,5,41,11.0
2015-05-01,103507,6,831,2,1,3,3,6.0,1,1.6,0,15.7,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2015,5,41,0.0
2015-05-01,103507,6,831,2,1,3,3,6.0,1,2.0,0,15.7,3,1,1,3,2,1,118.0,4,192.0,4270,1780,1630,1930,1510,5.0,2590,1557,1570,10,15,2015,5,41,8.0
2015-05-01,103507,29,831,2,1,3,3,7.0,4,1.6,1,15.7,1,1,1,3,2,1,117.7,4,250.0,4270,1780,1630,1880,1426,5.0,2590,1557,1570,10,15,2015,5,41,14.0
2015-06-01,103507,232,831,2,1,3,3,6.0,1,1.6,0,13.5,1,1,1,3,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2015,6,42,1.0
2015-06-01,103507,6,831,2,1,3,3,6.0,1,2.0,0,13.5,3,1,1,3,2,1,118.0,4,192.0,4270,1780,1630,1930,1510,5.0,2590,1557,1570,10,15,2015,6,42,8.0
2015-06-01,103507,12,831,2,1,3,3,6.0,5,1.6,0,13.5,1,1,1,3,2,1,91.6,4,150.7,4270,1780,1630,1720,1275,5.0,2590,1557,1570,10,15,2015,6,42,11.0
2015-06-01,103507,12,831,2,1,3,3,6.0,1,1.6,0,13.5,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2015,6,42,0.0
2015-06-01,103507,6,831,2,1,3,3,6.0,1,2.0,0,13.5,1,1,1,3,2,1,118.0,4,192.0,4270,1780,1630,1860,1425,5.0,2590,1557,1570,10,15,2015,6,42,4.0
2015-06-01,103507,6,831,2,1,3,3,6.0,1,2.0,0,13.5,1,1,1,1,2,1,118.0,4,192.0,4270,1780,1630,1860,1425,5.0,2590,1557,1570,10,15,2015,6,42,2.0
2015-06-01,103507,12,831,2,1,3,3,7.0,4,1.6,1,13.5,1,1,1,3,2,1,117.7,4,250.0,4270,1780,1630,1880,1426,5.0,2590,1557,1570,10,15,2015,6,42,14.0
2015-07-01,103507,203,831,2,1,3,3,6.0,1,1.6,0,17.8,1,1,1,3,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2015,7,43,1.0
2015-07-01,103507,12,831,2,1,3,3,6.0,1,2.0,0,17.8,3,1,1,1,2,1,118.0,4,192.0,4270,1780,1630,1930,1510,5.0,2590,1557,1570,10,15,2015,7,43,6.0
2015-07-01,103507,12,831,2,1,3,3,6.0,5,1.6,0,17.8,1,1,1,3,2,1,91.6,4,150.7,4270,1780,1630,1720,1275,5.0,2590,1557,1570,10,15,2015,7,43,11.0
2015-07-01,103507,35,831,2,1,3,3,7.0,4,1.6,1,17.8,1,1,1,3,2,1,117.7,4,250.0,4270,1780,1630,1880,1426,5.0,2590,1557,1570,10,15,2015,7,43,14.0
2015-07-01,103507,12,831,2,1,3,3,6.0,1,2.0,0,17.8,1,1,1,3,2,1,118.0,4,192.0,4270,1780,1630,1860,1425,5.0,2590,1557,1570,10,15,2015,7,43,4.0
2015-07-01,103507,23,831,2,1,3,3,6.0,1,1.6,0,17.8,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2015,7,43,0.0
2015-08-01,103507,302,831,2,1,3,3,6.0,1,1.6,0,10.4,1,1,1,3,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2015,8,44,1.0
2015-08-01,103507,12,831,2,1,3,3,6.0,5,1.6,0,10.4,1,1,1,3,2,1,91.6,4,150.7,4270,1780,1630,1720,1275,5.0,2590,1557,1570,10,15,2015,8,44,11.0
2015-08-01,103507,29,831,2,1,3,3,6.0,1,1.6,0,10.4,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2015,8,44,0.0
2015-08-01,103507,12,831,2,1,3,3,7.0,4,1.6,1,10.4,1,1,1,3,2,1,117.7,4,250.0,4270,1780,1630,1880,1426,5.0,2590,1557,1570,10,15,2015,8,44,14.0
2015-09-01,103507,331,831,2,1,3,3,6.0,1,1.6,0,14.9,1,1,1,3,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2015,9,45,1.0
2015-09-01,103507,41,831,2,1,3,3,6.0,1,1.6,0,14.9,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2015,9,45,0.0
2015-09-01,103507,12,831,2,1,3,3,6.0,5,1.6,0,14.9,1,1,1,3,2,1,91.6,4,150.7,4270,1780,1630,1720,1275,5.0,2590,1557,1570,10,15,2015,9,45,11.0
2015-09-01,103507,6,831,2,1,3,3,6.0,1,2.0,0,14.9,3,1,1,1,2,1,118.0,4,192.0,4270,1780,1630,1930,1510,5.0,2590,1557,1570,10,15,2015,9,45,6.0
2015-09-01,103507,23,831,2,1,3,3,7.0,4,1.6,1,14.9,1,1,1,3,2,1,117.7,4,250.0,4270,1780,1630,1880,1426,5.0,2590,1557,1570,10,15,2015,9,45,14.0
2015-09-01,103507,6,831,2,1,3,3,6.0,1,2.0,0,14.9,1,1,1,1,2,1,118.0,4,192.0,4270,1780,1630,1860,1425,5.0,2590,1557,1570,10,15,2015,9,45,2.0
2015-09-01,103507,23,831,2,1,3,3,6.0,1,2.0,0,14.9,1,1,1,3,2,1,118.0,4,192.0,4270,1780,1630,1860,1425,5.0,2590,1557,1570,10,15,2015,9,45,4.0
2015-10-01,103507,104,831,2,1,3,3,6.0,1,1.6,0,12.9,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2015,10,46,0.0
2015-10-01,103507,12,831,2,1,3,3,7.0,4,1.6,1,12.9,1,1,1,1,2,1,117.7,4,250.0,4270,1780,1630,1880,1426,5.0,2590,1557,1570,10,15,2015,10,46,12.0
2015-10-01,103507,6,831,2,1,3,3,6.0,5,1.6,0,12.9,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1720,1275,5.0,2590,1557,1570,10,15,2015,10,46,10.0
2015-10-01,103507,23,831,2,1,3,3,7.0,4,1.6,1,12.9,1,1,1,3,2,1,117.7,4,250.0,4270,1780,1630,1880,1426,5.0,2590,1557,1570,10,15,2015,10,46,14.0
2015-10-01,103507,870,831,2,1,3,3,6.0,1,1.6,0,12.9,1,1,1,3,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2015,10,46,1.0
2015-10-01,103507,35,831,2,1,3,3,6.0,5,1.6,0,12.9,1,1,1,3,2,1,91.6,4,150.7,4270,1780,1630,1720,1275,5.0,2590,1557,1570,10,15,2015,10,46,11.0
2015-11-01,103507,6,831,2,1,3,3,6.0,1,2.0,0,10.0,3,1,1,1,2,1,118.0,4,192.0,4270,1780,1630,1930,1510,5.0,2590,1557,1570,10,15,2015,11,47,6.0
2015-11-01,103507,23,831,2,1,3,3,6.0,5,1.6,0,10.0,1,1,1,3,2,1,91.6,4,150.7,4270,1780,1630,1720,1275,5.0,2590,1557,1570,10,15,2015,11,47,11.0
2015-11-01,103507,365,831,2,1,3,3,6.0,1,1.6,0,10.0,1,1,1,3,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2015,11,47,1.0
2015-11-01,103507,52,831,2,1,3,3,6.0,1,1.6,0,10.0,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2015,11,47,0.0
2015-11-01,103507,29,831,2,1,3,3,7.0,4,1.6,1,10.0,1,1,1,3,2,1,117.7,4,250.0,4270,1780,1630,1880,1426,5.0,2590,1557,1570,10,15,2015,11,47,14.0
2015-11-01,103507,6,831,2,1,3,3,6.0,1,2.0,0,10.0,1,1,1,3,2,1,118.0,4,192.0,4270,1780,1630,1860,1425,5.0,2590,1557,1570,10,15,2015,11,47,4.0
2015-12-01,103507,145,831,2,1,3,3,6.0,1,1.6,0,16.7,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2015,12,48,0.0
2015-12-01,103507,29,831,2,1,3,3,6.0,5,1.6,0,16.7,1,1,1,3,2,1,91.6,4,150.7,4270,1780,1630,1720,1275,5.0,2590,1557,1570,10,15,2015,12,48,11.0
2015-12-01,103507,1195,831,2,1,3,3,6.0,1,1.6,0,16.7,1,1,1,3,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2015,12,48,1.0
2015-12-01,103507,29,831,2,1,3,3,7.0,4,1.6,1,16.7,1,1,1,1,2,1,117.7,4,250.0,4270,1780,1630,1880,1426,5.0,2590,1557,1570,10,15,2015,12,48,12.0
2015-12-01,103507,35,831,2,1,3,3,7.0,4,1.6,1,16.7,1,1,1,3,2,1,117.7,4,250.0,4270,1780,1630,1880,1426,5.0,2590,1557,1570,10,15,2015,12,48,14.0
2016-01-01,103507,6,831,2,1,3,3,6.0,5,1.6,0,11.9,1,1,1,3,2,1,91.6,4,150.7,4270,1780,1630,1720,1275,5.0,2590,1557,1570,10,15,2016,1,49,11.0
2016-01-01,103507,12,831,2,1,3,3,6.0,1,2.0,0,11.9,3,1,1,1,2,1,118.0,4,192.0,4270,1780,1630,1930,1510,5.0,2590,1557,1570,15,20,2016,1,49,7.0
2016-01-01,103507,6,831,2,1,3,3,6.0,1,2.0,0,11.9,1,1,1,1,2,1,118.0,4,192.0,4270,1780,1630,1860,1425,5.0,2590,1557,1570,15,20,2016,1,49,3.0
2016-01-01,103507,6,831,2,1,3,3,6.0,1,2.0,0,11.9,3,1,1,3,2,1,118.0,4,192.0,4270,1780,1630,1930,1510,5.0,2590,1557,1570,15,20,2016,1,49,9.0
2016-01-01,103507,278,831,2,1,3,3,6.0,1,1.6,0,11.9,1,1,1,3,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2016,1,49,1.0
2016-01-01,103507,621,831,2,1,3,3,6.0,1,1.6,0,11.9,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2016,1,49,0.0
2016-01-01,103507,17,831,2,1,3,3,6.0,5,1.6,0,11.9,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1720,1275,5.0,2590,1557,1570,10,15,2016,1,49,10.0
2016-01-01,103507,35,831,2,1,3,3,7.0,4,1.6,1,11.9,1,1,1,1,2,1,117.7,4,250.0,4270,1780,1630,1880,1426,5.0,2590,1557,1570,15,20,2016,1,49,13.0
2016-01-01,103507,12,831,2,1,3,3,7.0,4,1.6,1,11.9,1,1,1,3,2,1,117.7,4,250.0,4270,1780,1630,1880,1426,5.0,2590,1557,1570,15,20,2016,1,49,15.0
2016-02-01,103507,17,831,2,1,3,3,7.0,4,1.6,1,14.5,1,1,1,3,2,1,117.7,4,250.0,4270,1780,1630,1880,1426,5.0,2590,1557,1570,15,20,2016,2,50,15.0
2016-02-01,103507,6,831,2,1,3,3,6.0,5,1.6,0,14.5,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1720,1275,5.0,2590,1557,1570,10,15,2016,2,50,10.0
2016-02-01,103507,824,831,2,1,3,3,6.0,1,1.6,0,14.5,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2016,2,50,0.0
2016-02-01,103507,6,831,2,1,3,3,7.0,4,1.6,1,14.5,1,1,1,1,2,1,117.7,4,250.0,4270,1780,1630,1880,1426,5.0,2590,1557,1570,15,20,2016,2,50,13.0
2016-02-01,103507,6,831,2,1,3,3,6.0,1,2.0,0,14.5,3,1,1,1,2,1,118.0,4,192.0,4270,1780,1630,1930,1510,5.0,2590,1557,1570,15,20,2016,2,50,7.0
2016-02-01,103507,12,831,2,1,3,3,6.0,1,2.0,0,14.5,1,1,1,1,2,1,118.0,4,192.0,4270,1780,1630,1860,1425,5.0,2590,1557,1570,15,20,2016,2,50,3.0
2016-02-01,103507,70,831,2,1,3,3,6.0,1,1.6,0,14.5,1,1,1,3,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2016,2,50,1.0
2016-02-01,103507,12,831,2,1,3,3,6.0,1,2.0,0,14.5,3,1,1,3,2,1,118.0,4,192.0,4270,1780,1630,1930,1510,5.0,2590,1557,1570,15,20,2016,2,50,9.0
2016-03-01,103507,35,831,2,1,3,3,6.0,1,2.0,0,10.4,1,1,1,3,2,1,118.0,4,192.0,4270,1780,1630,1860,1425,5.0,2590,1557,1570,15,20,2016,3,51,5.0
2016-03-01,103507,6,831,2,1,3,3,6.0,1,2.0,0,10.4,3,1,1,1,2,1,118.0,4,192.0,4270,1780,1630,1930,1510,5.0,2590,1557,1570,15,20,2016,3,51,7.0
2016-03-01,103507,12,831,2,1,3,3,7.0,4,1.6,1,10.4,1,1,1,3,2,1,117.7,4,250.0,4270,1780,1630,1880,1426,5.0,2590,1557,1570,15,20,2016,3,51,15.0
2016-03-01,103507,23,831,2,1,3,3,7.0,4,1.6,1,10.4,1,1,1,1,2,1,117.7,4,250.0,4270,1780,1630,1880,1426,5.0,2590,1557,1570,15,20,2016,3,51,13.0
2016-03-01,103507,6,831,2,1,3,3,6.0,1,2.0,0,10.4,3,1,1,3,2,1,118.0,4,192.0,4270,1780,1630,1930,1510,5.0,2590,1557,1570,15,20,2016,3,51,9.0
2016-03-01,103507,493,831,2,1,3,3,6.0,1,1.6,0,10.4,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2016,3,51,0.0
2016-03-01,103507,75,831,2,1,3,3,6.0,1,1.6,0,10.4,1,1,1,3,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2016,3,51,1.0
2016-04-01,103507,139,831,2,1,3,3,6.0,1,1.6,0,14.0,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2016,4,52,0.0
2016-04-01,103507,6,831,2,1,3,3,7.0,4,1.6,1,14.0,1,1,1,1,2,1,117.7,4,250.0,4270,1780,1630,1880,1426,5.0,2590,1557,1570,15,20,2016,4,52,13.0
2016-05-01,103507,41,831,2,1,3,3,7.0,4,1.6,1,16.1,1,1,1,1,2,1,117.7,4,250.0,4270,1780,1630,1880,1426,5.0,2590,1557,1570,15,20,2016,5,53,13.0
2016-05-01,103507,690,831,2,1,3,3,6.0,1,1.6,0,16.1,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2016,5,53,0.0
2016-05-01,103507,12,831,2,1,3,3,6.0,1,2.0,0,16.1,1,1,1,1,2,1,118.0,4,192.0,4270,1780,1630,1860,1425,5.0,2590,1557,1570,15,20,2016,5,53,3.0
2016-05-01,103507,29,831,2,1,3,3,6.0,5,1.6,0,16.1,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1720,1275,5.0,2590,1557,1570,10,15,2016,5,53,10.0
2016-06-01,103507,17,831,2,1,3,3,6.0,5,1.6,0,16.9,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1720,1275,5.0,2590,1557,1570,10,15,2016,6,54,10.0
2016-06-01,103507,6,831,2,1,3,3,6.0,1,2.0,0,16.9,3,1,1,1,2,1,118.0,4,192.0,4270,1780,1630,1930,1510,5.0,2590,1557,1570,15,20,2016,6,54,7.0
2016-06-01,103507,800,831,2,1,3,3,6.0,1,1.6,0,16.9,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2016,6,54,0.0
2016-06-01,103507,6,831,2,1,3,3,7.0,4,1.6,1,16.9,1,1,1,1,2,1,117.7,4,250.0,4270,1780,1630,1880,1426,5.0,2590,1557,1570,15,20,2016,6,54,13.0
2016-07-01,103507,12,831,2,1,3,3,7.0,4,1.6,1,14.2,1,1,1,1,2,1,117.7,4,250.0,4270,1780,1630,1880,1426,5.0,2590,1557,1570,15,20,2016,7,55,13.0
2016-07-01,103507,6,831,2,1,3,3,6.0,1,2.0,0,14.2,3,1,1,1,2,1,118.0,4,192.0,4270,1780,1630,1930,1510,5.0,2590,1557,1570,15,20,2016,7,55,7.0
2016-07-01,103507,6,831,2,1,3,3,6.0,5,1.6,0,14.2,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1720,1275,5.0,2590,1557,1570,10,15,2016,7,55,10.0
2016-07-01,103507,354,831,2,1,3,3,6.0,1,1.6,0,14.2,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2016,7,55,0.0
2016-08-01,103507,23,831,2,1,3,3,7.0,4,1.6,1,12.7,1,1,1,1,2,1,117.7,4,250.0,4270,1780,1630,1880,1426,5.0,2590,1557,1570,15,20,2016,8,56,13.0
2016-08-01,103507,6,831,2,1,3,3,6.0,5,1.6,0,12.7,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1720,1275,5.0,2590,1557,1570,10,15,2016,8,56,10.0
2016-08-01,103507,377,831,2,1,3,3,6.0,1,1.6,0,12.7,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2016,8,56,0.0
2016-09-01,103507,12,831,2,1,3,3,6.0,5,1.6,0,17.8,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1720,1275,5.0,2590,1557,1570,10,15,2016,9,57,10.0
2016-09-01,103507,46,831,2,1,3,3,7.0,4,1.6,1,17.8,1,1,1,1,2,1,117.7,4,250.0,4270,1780,1630,1880,1426,5.0,2590,1557,1570,10,15,2016,9,57,12.0
2016-09-01,103507,626,831,2,1,3,3,6.0,1,1.6,0,17.8,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2016,9,57,0.0
2016-10-01,103507,12,831,2,1,3,3,6.0,5,1.6,0,13.8,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1720,1275,5.0,2590,1557,1570,10,15,2016,10,58,10.0
2016-10-01,103507,568,831,2,1,3,3,6.0,1,1.6,0,13.8,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2016,10,58,0.0
2016-10-01,103507,52,831,2,1,3,3,7.0,4,1.6,1,13.8,1,1,1,1,2,1,117.7,4,250.0,4270,1780,1630,1880,1426,5.0,2590,1557,1570,10,15,2016,10,58,12.0
2016-11-01,103507,87,831,2,1,3,3,7.0,4,1.6,1,13.8,1,1,1,1,2,1,117.7,4,250.0,4270,1780,1630,1880,1426,5.0,2590,1557,1570,10,15,2016,11,59,12.0
2016-11-01,103507,6,831,2,1,3,3,6.0,5,1.6,0,13.8,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1720,1275,5.0,2590,1557,1570,10,15,2016,11,59,10.0
2016-11-01,103507,783,831,2,1,3,3,6.0,1,1.6,0,13.8,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2016,11,59,0.0
2016-12-01,103507,1514,831,2,1,3,3,6.0,1,1.6,0,10.0,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2016,12,60,0.0
2016-12-01,103507,139,831,2,1,3,3,7.0,4,1.6,1,10.0,1,1,1,1,2,1,117.7,4,250.0,4270,1780,1630,1880,1426,5.0,2590,1557,1570,10,15,2016,12,60,12.0
2017-01-01,103507,29,831,2,1,3,3,7.0,4,1.6,1,12.4,1,1,1,1,2,1,117.7,4,250.0,4270,1780,1630,1880,1426,5.0,2590,1557,1570,10,15,2017,1,61,12.0
2017-01-01,103507,470,831,2,1,3,3,6.0,1,1.6,0,12.4,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2017,1,61,0.0
2017-02-01,103507,400,831,2,1,3,3,6.0,1,1.6,0,10.0,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2017,2,62,0.0
2017-02-01,103507,35,831,2,1,3,3,7.0,4,1.6,1,10.0,1,1,1,1,2,1,117.7,4,250.0,4270,1780,1630,1880,1426,5.0,2590,1557,1570,10,15,2017,2,62,12.0
2017-03-01,103507,336,831,2,1,3,3,6.0,1,1.6,0,10.8,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2017,3,63,0.0
2017-03-01,103507,6,831,2,1,3,3,6.0,5,1.6,0,10.8,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1720,1275,5.0,2590,1557,1570,10,15,2017,3,63,10.0
2017-03-01,103507,29,831,2,1,3,3,7.0,4,1.6,1,10.8,1,1,1,1,2,1,117.7,4,250.0,4270,1780,1630,1880,1426,5.0,2590,1557,1570,10,15,2017,3,63,12.0
2017-04-01,103507,23,831,2,1,3,3,7.0,4,1.6,1,9.7,1,1,1,1,2,1,117.7,4,250.0,4270,1780,1630,1880,1426,5.0,2590,1557,1570,10,15,2017,4,64,12.0
2017-04-01,103507,267,831,2,1,3,3,6.0,1,1.6,0,9.7,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2017,4,64,0.0
2017-05-01,103507,6,831,2,1,3,3,7.0,4,1.6,1,12.0,1,1,1,1,2,1,117.7,4,250.0,4270,1780,1630,1880,1426,5.0,2590,1557,1570,10,15,2017,5,65,12.0
2017-05-01,103507,423,831,2,1,3,3,6.0,1,1.6,0,12.0,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2017,5,65,0.0
2017-06-01,103507,365,831,2,1,3,3,6.0,1,1.6,0,12.7,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2017,6,66,0.0
2017-06-01,103507,6,831,2,1,3,3,7.0,4,1.6,1,12.7,1,1,1,1,2,1,117.7,4,250.0,4270,1780,1630,1880,1426,5.0,2590,1557,1570,10,15,2017,6,66,12.0
2017-07-01,103507,6,831,2,1,3,3,7.0,4,1.6,1,14.9,1,1,1,1,2,1,117.7,4,250.0,4270,1780,1630,1880,1426,5.0,2590,1557,1570,10,15,2017,7,67,12.0
2017-07-01,103507,307,831,2,1,3,3,6.0,1,1.6,0,14.9,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2017,7,67,0.0
2017-08-01,103507,174,831,2,1,3,3,6.0,1,1.6,0,11.0,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2017,8,68,0.0
2017-08-01,103507,6,831,2,1,3,3,7.0,4,1.6,1,11.0,1,1,1,1,2,1,117.7,4,250.0,4270,1780,1630,1880,1426,5.0,2590,1557,1570,10,15,2017,8,68,12.0
2017-09-01,103507,6,831,2,1,3,3,6.0,5,1.6,0,14.8,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1720,1275,5.0,2590,1557,1570,10,15,2017,9,69,10.0
2017-09-01,103507,23,831,2,1,3,3,7.0,4,1.6,1,14.8,1,1,1,1,2,1,117.7,4,250.0,4270,1780,1630,1880,1426,5.0,2590,1557,1570,10,15,2017,9,69,12.0
2017-09-01,103507,157,831,2,1,3,3,6.0,1,1.6,0,14.8,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2017,9,69,0.0
2017-10-01,103507,180,831,2,1,3,3,6.0,1,1.6,0,10.0,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2017,10,70,0.0
2014-05-01,124140,15,783,2,1,1,1,6.0,5,2.0,0,,1,1,1,1,2,1,116.0,4,200.0,4650,1850,1695,2050,1640,5.0,2700,1565,1565,10,15,2014,5,29,22.0
2014-06-01,124140,83,783,2,1,1,1,6.0,5,2.0,0,,1,1,1,1,2,1,116.0,4,200.0,4650,1850,1695,2050,1640,5.0,2700,1565,1565,10,15,2014,6,30,22.0
2014-07-01,124140,45,783,2,1,1,1,6.0,1,1.8,1,,1,1,1,3,2,1,130.0,4,230.0,4650,1850,1695,2075,1665,5.0,2700,1565,1565,10,15,2014,7,31,18.0
