class_id,brand_id,compartment,type_id,level_id,department_id,TR,gearbox_type,displacement,if_charging,driven_type_id,fuel_type_id,newenergy_type_id,emission_standards_id,if_MPV_id,if_luxurious_id,power,cylinder_number,engine_torque,car_length,car_width,car_height,total_quality,equipment_quality,rated_passenger,wheelbase,front_track,rear_track,price_lower,price_upper,mini_class_id,record_num,first_time,last_time
103507.0,831.0,2.0,1.0,3.0,3.0,6.0,5.0,1.6,0.0,1.0,1.0,1.0,1.0,2.0,1.0,91.6,4.0,150.7,4270.0,1780.0,1630.0,1720.0,1275.0,5.0,2590.0,1557.0,1570.0,10.0,15.0,10,13.0,40.0,69.0
103507.0,831.0,2.0,1.0,3.0,3.0,6.0,5.0,1.6,0.0,1.0,1.0,1.0,3.0,2.0,1.0,91.6,4.0,150.7,4270.0,1780.0,1630.0,1720.0,1275.0,5.0,2590.0,1557.0,1570.0,10.0,15.0,11,10.0,40.0,49.0
103507.0,831.0,2.0,1.0,3.0,3.0,7.0,4.0,1.6,1.0,1.0,1.0,1.0,1.0,2.0,1.0,117.7,4.0,250.0,4270.0,1780.0,1630.0,1880.0,1426.0,5.0,2590.0,1557.0,1570.0,10.0,15.0,12,15.0,46.0,69.0
103507.0,831.0,2.0,1.0,3.0,3.0,7.0,4.0,1.6,1.0,1.0,1.0,1.0,1.0,2.0,1.0,117.7,4.0,250.0,4270.0,1780.0,1630.0,1880.0,1426.0,5.0,2590.0,1557.0,1570.0,15.0,20.0,13,8.0,49.0,56.0
103507.0,831.0,2.0,1.0,3.0,3.0,7.0,4.0,1.6,1.0,1.0,1.0,1.0,3.0,2.0,1.0,117.7,4.0,250.0,4270.0,1780.0,1630.0,1880.0,1426.0,5.0,2590.0,1557.0,1570.0,10.0,15.0,14,10.0,39.0,48.0
103507.0,831.0,2.0,1.0,3.0,3.0,7.0,4.0,1.6,1.0,1.0,1.0,1.0,3.0,2.0,1.0,117.7,4.0,250.0,4270.0,1780.0,1630.0,1880.0,1426.0,5.0,2590.0,1557.0,1570.0,15.0,20.0,15,3.0,49.0,51.0
124140.0,783.0,2.0,1.0,1.0,1.0,6.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,125.0,4.0,230.0,4650.0,1850.0,1695.0,2050.0,1665.0,5.0,2700.0,1565.0,1565.0,10.0,15.0,16,5.0,66.0,70.0
124140.0,783.0,2.0,1.0,1.0,1.0,6.0,1.0,1.8,1.0,1.0,1.0,1.0,1.0,2.0,1.0,130.0,4.0,230.0,4650.0,1850.0,1695.0,2075.0,1665.0,5.0,2700.0,1565.0,1565.0,10.0,15.0,17,37.0,31.0,68.0
124140.0,783.0,2.0,1.0,1.0,1.0,6.0,1.0,1.8,1.0,1.0,1.0,1.0,3.0,2.0,1.0,130.0,4.0,230.0,4650.0,1850.0,1695.0,2075.0,1665.0,5.0,2700.0,1565.0,1565.0,10.0,15.0,18,22.0,31.0,52.0
124140.0,783.0,2.0,1.0,1.0,1.0,6.0,1.0,1.8,1.0,3.0,1.0,1.0,1.0,2.0,1.0,130.0,4.0,245.0,4650.0,1850.0,1695.0,2185.0,1771.0,5.0,2700.0,1565.0,1565.0,10.0,15.0,19,6.0,52.0,66.0
124140.0,783.0,2.0,1.0,1.0,1.0,6.0,1.0,1.8,1.0,3.0,1.0,1.0,3.0,2.0,1.0,130.0,4.0,245.0,4650.0,1850.0,1695.0,2185.0,1771.0,5.0,2700.0,1565.0,1565.0,10.0,15.0,20,1.0,48.0,48.0
124140.0,783.0,2.0,1.0,1.0,1.0,6.0,5.0,1.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,125.0,4.0,230.0,4650.0,1850.0,1695.0,2040.0,1626.0,5.0,2700.0,1565.0,1565.0,10.0,15.0,21,13.0,58.0,70.0
124140.0,783.0,2.0,1.0,1.0,1.0,6.0,5.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,116.0,4.0,200.0,4650.0,1850.0,1695.0,2050.0,1640.0,5.0,2700.0,1565.0,1565.0,10.0,15.0,22,32.0,29.0,60.0
124140.0,783.0,2.0,1.0,1.0,1.0,6.0,5.0,2.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,116.0,4.0,200.0,4650.0,1850.0,1695.0,2050.0,1640.0,5.0,2700.0,1565.0,1565.0,10.0,15.0,23,15.0,37.0,51.0
125403.0,761.0,2.0,3.0,2.0,2.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,186.0,4.0,350.0,5203.0,1878.0,1805.0,2505.0,1960.0,7.0,3088.0,1612.0,1626.0,35.0,50.0,24,11.0,59.0,69.0
125403.0,761.0,2.0,3.0,2.0,2.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,186.0,4.0,350.0,5203.0,1878.0,1809.0,2460.0,1910.0,7.0,3088.0,1612.0,1626.0,35.0,50.0,25,7.0,61.0,69.0
125403.0,761.0,2.0,3.0,2.0,2.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,186.0,4.0,350.0,5203.0,1878.0,1811.0,2440.0,1878.0,7.0,3088.0,1612.0,1626.0,35.0,50.0,26,10.0,60.0,69.0
125403.0,761.0,2.0,3.0,2.0,2.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,191.0,4.0,350.0,5203.0,1878.0,1805.0,2520.0,1980.0,7.0,3088.0,1612.0,1626.0,35.0,50.0,27,8.0,61.0,69.0
125403.0,761.0,2.0,3.0,2.0,2.0,6.0,1.0,2.4,0.0,1.0,1.0,1.0,1.0,2.0,1.0,120.0,4.0,225.0,5213.0,1847.0,1750.0,2380.0,1840.0,7.0,3088.0,1586.0,1596.0,20.0,25.0,28,8.0,49.0,56.0
125403.0,761.0,2.0,3.0,2.0,2.0,6.0,1.0,2.4,0.0,1.0,1.0,1.0,1.0,2.0,1.0,120.0,4.0,225.0,5213.0,1847.0,1750.0,2380.0,1840.0,7.0,3088.0,1586.0,1596.0,35.0,50.0,29,27.0,30.0,66.0
125403.0,761.0,2.0,3.0,2.0,2.0,6.0,1.0,2.4,0.0,1.0,1.0,1.0,1.0,2.0,1.0,134.0,4.0,240.0,5266.0,1878.0,1772.0,2470.0,1860.0,7.0,3088.0,1593.0,1603.0,25.0,35.0,30,8.0,49.0,56.0
125403.0,761.0,2.0,3.0,2.0,2.0,6.0,1.0,2.4,0.0,1.0,1.0,1.0,1.0,2.0,1.0,134.0,4.0,240.0,5266.0,1878.0,1772.0,2470.0,1860.0,7.0,3088.0,1593.0,1603.0,35.0,50.0,31,27.0,28.0,67.0
125403.0,761.0,2.0,3.0,2.0,2.0,6.0,1.0,2.4,0.0,1.0,1.0,1.0,3.0,2.0,1.0,120.0,4.0,225.0,5213.0,1847.0,1750.0,2380.0,1840.0,7.0,3088.0,1586.0,1596.0,35.0,50.0,32,10.0,25.0,37.0
125403.0,761.0,2.0,3.0,2.0,2.0,6.0,1.0,2.4,0.0,1.0,1.0,1.0,3.0,2.0,1.0,123.0,4.0,225.0,5213.0,1847.0,1750.0,2380.0,1840.0,7.0,3088.0,1593.0,1601.0,35.0,50.0,33,29.0,1.0,32.0
125403.0,761.0,2.0,3.0,2.0,2.0,6.0,1.0,2.4,0.0,1.0,1.0,1.0,3.0,2.0,1.0,123.0,4.0,225.0,5256.0,1878.0,1772.0,2470.0,1840.0,7.0,3088.0,1593.0,1601.0,35.0,50.0,34,17.0,1.0,17.0
125403.0,761.0,2.0,3.0,2.0,2.0,6.0,1.0,2.4,0.0,1.0,1.0,1.0,3.0,2.0,1.0,137.0,4.0,240.0,5256.0,1878.0,1772.0,2470.0,1860.0,7.0,3088.0,1593.0,1601.0,35.0,50.0,35,17.0,15.0,35.0
125403.0,761.0,2.0,3.0,2.0,2.0,6.0,1.0,2.5,0.0,1.0,1.0,1.0,1.0,2.0,1.0,142.0,4.0,253.0,5256.0,1878.0,1776.0,2415.0,1860.0,7.0,3088.0,1602.0,1605.0,35.0,50.0,36,8.0,63.0,70.0
125403.0,761.0,2.0,3.0,2.0,2.0,6.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,187.0,6.0,290.0,5266.0,1878.0,1772.0,2470.0,1930.0,7.0,3088.0,1593.0,1603.0,35.0,50.0,37,39.0,28.0,69.0
125403.0,761.0,2.0,3.0,2.0,2.0,6.0,1.0,3.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,190.0,6.0,290.0,5256.0,1878.0,1772.0,2470.0,1930.0,7.0,3088.0,1593.0,1601.0,35.0,50.0,38,29.0,1.0,32.0
136916.0,106.0,3.0,2.0,2.0,5.0,0.0,3.0,2.4,0.0,1.0,2.0,2.0,3.0,2.0,1.0,110.0,4.0,187.0,4825.0,1820.0,1474.0,2130.0,1670.0,5.0,2775.0,1575.0,1560.0,15.0,20.0,39,1.0,3.0,3.0
136916.0,106.0,3.0,2.0,2.0,5.0,0.0,3.0,2.5,0.0,1.0,2.0,2.0,1.0,2.0,1.0,118.0,4.0,213.0,4825.0,1825.0,1480.0,2100.0,1635.0,5.0,2775.0,1575.0,1560.0,15.0,20.0,40,4.0,31.0,38.0
136916.0,106.0,3.0,2.0,2.0,5.0,0.0,3.0,2.5,0.0,1.0,2.0,2.0,1.0,2.0,1.0,118.0,4.0,213.0,4850.0,1825.0,1480.0,2100.0,1615.0,5.0,2775.0,1575.0,1560.0,15.0,20.0,41,27.0,12.0,68.0
136916.0,106.0,3.0,2.0,2.0,5.0,0.0,3.0,2.5,0.0,1.0,2.0,2.0,1.0,2.0,1.0,118.0,4.0,213.0,4850.0,1825.0,1480.0,2100.0,1615.0,5.0,2775.0,1575.0,1560.0,25.0,35.0,42,7.0,50.0,56.0
136916.0,106.0,3.0,2.0,2.0,5.0,0.0,3.0,2.5,0.0,1.0,2.0,2.0,3.0,2.0,1.0,118.0,4.0,213.0,4825.0,1825.0,1480.0,2100.0,1635.0,5.0,2775.0,1575.0,1560.0,15.0,20.0,43,2.0,8.0,9.0
136916.0,106.0,3.0,2.0,2.0,5.0,4.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,108.0,4.0,190.0,4825.0,1820.0,1485.0,2000.0,1490.0,5.0,2775.0,1575.0,1560.0,15.0,20.0,44,8.0,30.0,43.0
136916.0,106.0,3.0,2.0,2.0,5.0,4.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,108.0,4.0,190.0,4825.0,1820.0,1485.0,2000.0,1520.0,5.0,2775.0,1575.0,1560.0,15.0,20.0,45,19.0,28.0,46.0
136916.0,106.0,3.0,2.0,2.0,5.0,4.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,109.0,4.0,190.0,4825.0,1825.0,1480.0,2000.0,1465.0,5.0,2775.0,1575.0,1560.0,15.0,20.0,46,12.0,28.0,39.0
136916.0,106.0,3.0,2.0,2.0,5.0,4.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,110.0,4.0,190.0,4825.0,1825.0,1480.0,2000.0,1470.0,5.0,2775.0,1575.0,1560.0,15.0,20.0,47,12.0,29.0,42.0
136916.0,106.0,3.0,2.0,2.0,5.0,4.0,1.0,2.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,108.0,4.0,190.0,4825.0,1820.0,1485.0,2000.0,1490.0,5.0,2775.0,1575.0,1560.0,15.0,20.0,48,29.0,1.0,30.0
136916.0,106.0,3.0,2.0,2.0,5.0,4.0,1.0,2.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,108.0,4.0,190.0,4825.0,1820.0,1485.0,2000.0,1520.0,5.0,2775.0,1575.0,1560.0,15.0,20.0,49,33.0,1.0,33.0
136916.0,106.0,3.0,2.0,2.0,5.0,4.0,1.0,2.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,109.0,4.0,190.0,4825.0,1825.0,1480.0,2000.0,1430.0,5.0,2775.0,1575.0,1560.0,15.0,20.0,50,8.0,15.0,33.0
136916.0,106.0,3.0,2.0,2.0,5.0,4.0,1.0,2.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,109.0,4.0,190.0,4825.0,1825.0,1480.0,2000.0,1465.0,5.0,2775.0,1575.0,1560.0,15.0,20.0,51,37.0,1.0,37.0
136916.0,106.0,3.0,2.0,2.0,5.0,4.0,1.0,2.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,110.0,4.0,190.0,4825.0,1825.0,1480.0,2000.0,1470.0,5.0,2775.0,1575.0,1560.0,15.0,20.0,52,30.0,4.0,39.0
136916.0,106.0,3.0,2.0,2.0,5.0,5.0,1.0,2.4,0.0,1.0,1.0,1.0,3.0,2.0,1.0,123.0,4.0,224.0,4825.0,1820.0,1485.0,2000.0,1520.0,5.0,2775.0,1575.0,1560.0,15.0,20.0,53,4.0,1.0,10.0
136916.0,106.0,3.0,2.0,2.0,5.0,6.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,123.0,4.0,199.0,4850.0,1825.0,1480.0,2000.0,1475.0,5.0,2775.0,1575.0,1560.0,15.0,20.0,54,22.0,37.0,60.0
136916.0,106.0,3.0,2.0,2.0,5.0,6.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,123.0,4.0,199.0,4850.0,1825.0,1480.0,2000.0,1485.0,5.0,2775.0,1575.0,1560.0,15.0,20.0,55,15.0,56.0,70.0
136916.0,106.0,3.0,2.0,2.0,5.0,6.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,123.0,4.0,199.0,4850.0,1825.0,1480.0,2000.0,1490.0,5.0,2775.0,1575.0,1560.0,15.0,20.0,56,9.0,38.0,53.0
136916.0,106.0,3.0,2.0,2.0,5.0,6.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,123.0,4.0,199.0,4850.0,1825.0,1480.0,2000.0,1510.0,5.0,2775.0,1575.0,1560.0,15.0,20.0,57,1.0,56.0,56.0
136916.0,106.0,3.0,2.0,2.0,5.0,6.0,1.0,2.5,0.0,1.0,1.0,1.0,1.0,2.0,1.0,135.0,4.0,235.0,4825.0,1825.0,1480.0,2000.0,1490.0,5.0,2775.0,1575.0,1560.0,15.0,20.0,58,4.0,31.0,36.0
136916.0,106.0,3.0,2.0,2.0,5.0,6.0,1.0,2.5,0.0,1.0,1.0,1.0,1.0,2.0,1.0,135.0,4.0,235.0,4850.0,1825.0,1480.0,2000.0,1495.0,5.0,2775.0,1575.0,1560.0,15.0,20.0,59,5.0,38.0,44.0
136916.0,106.0,3.0,2.0,2.0,5.0,6.0,1.0,2.5,0.0,1.0,1.0,1.0,1.0,2.0,1.0,135.0,4.0,235.0,4850.0,1825.0,1480.0,2000.0,1495.0,5.0,2775.0,1575.0,1560.0,20.0,25.0,60,5.0,49.0,55.0
136916.0,106.0,3.0,2.0,2.0,5.0,6.0,1.0,2.5,0.0,1.0,1.0,1.0,1.0,2.0,1.0,135.0,4.0,235.0,4850.0,1825.0,1480.0,2000.0,1500.0,5.0,2775.0,1575.0,1560.0,15.0,20.0,61,8.0,57.0,65.0
136916.0,106.0,3.0,2.0,2.0,5.0,6.0,1.0,2.5,0.0,1.0,1.0,1.0,3.0,2.0,1.0,135.0,4.0,235.0,4825.0,1825.0,1480.0,2000.0,1490.0,5.0,2775.0,1575.0,1560.0,15.0,20.0,62,31.0,1.0,36.0
136916.0,106.0,3.0,2.0,2.0,5.0,6.0,1.0,2.5,0.0,1.0,1.0,1.0,3.0,2.0,1.0,135.0,4.0,235.0,4825.0,1825.0,1480.0,2000.0,1495.0,5.0,2775.0,1575.0,1560.0,15.0,20.0,63,9.0,1.0,16.0
136916.0,106.0,3.0,2.0,2.0,5.0,6.0,1.0,2.5,0.0,1.0,1.0,1.0,3.0,2.0,1.0,135.0,4.0,235.0,4825.0,1825.0,1480.0,2000.0,1525.0,5.0,2775.0,1575.0,1560.0,15.0,20.0,64,4.0,1.0,8.0
169673.0,682.0,2.0,1.0,2.0,1.0,6.0,5.0,1.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,110.0,4.0,215.0,4715.0,1830.0,1780.0,2095.0,1570.0,7.0,2760.0,1547.0,1550.0,5.0,8.0,65,5.0,66.0,70.0
175962.0,750.0,3.0,2.0,1.0,4.0,5.0,5.0,1.4,0.0,1.0,1.0,1.0,1.0,2.0,1.0,66.0,4.0,132.0,4473.0,1706.0,1469.0,1580.0,1100.0,5.0,2603.0,1460.0,1500.0,8.0,10.0,66,7.0,49.0,56.0
175962.0,750.0,3.0,2.0,1.0,4.0,5.0,5.0,1.4,0.0,1.0,1.0,1.0,1.0,2.0,1.0,66.0,4.0,132.0,4473.0,1706.0,1469.0,1580.0,1100.0,5.0,2603.0,1460.0,1500.0,10.0,15.0,67,14.0,29.0,61.0
175962.0,750.0,3.0,2.0,1.0,4.0,5.0,5.0,1.4,0.0,1.0,1.0,1.0,1.0,2.0,1.0,66.0,4.0,132.0,4475.0,1706.0,1469.0,1595.0,1115.0,5.0,2603.0,1460.0,1500.0,10.0,15.0,68,10.0,58.0,69.0
175962.0,750.0,3.0,2.0,1.0,4.0,5.0,5.0,1.4,0.0,1.0,1.0,1.0,3.0,2.0,1.0,66.0,4.0,132.0,4473.0,1706.0,1469.0,1580.0,1100.0,5.0,2603.0,1460.0,1500.0,8.0,10.0,69,1.0,49.0,49.0
175962.0,750.0,3.0,2.0,1.0,4.0,5.0,5.0,1.4,0.0,1.0,1.0,1.0,3.0,2.0,1.0,66.0,4.0,132.0,4473.0,1706.0,1469.0,1580.0,1100.0,5.0,2603.0,1460.0,1500.0,10.0,15.0,70,31.0,13.0,46.0
175962.0,750.0,3.0,2.0,1.0,4.0,5.0,5.0,1.6,0.0,1.0,1.0,1.0,1.0,2.0,1.0,75.5,4.0,147.5,4473.0,1706.0,1469.0,1735.0,1275.0,5.0,2603.0,1460.0,1500.0,8.0,10.0,71,1.0,52.0,52.0
175962.0,750.0,3.0,2.0,1.0,4.0,5.0,5.0,1.6,0.0,1.0,1.0,1.0,1.0,2.0,1.0,81.0,4.0,155.0,4473.0,1706.0,1469.0,1600.0,1120.0,5.0,2603.0,1460.0,1500.0,8.0,10.0,72,8.0,49.0,56.0
175962.0,750.0,3.0,2.0,1.0,4.0,5.0,5.0,1.6,0.0,1.0,1.0,1.0,1.0,2.0,1.0,81.0,4.0,155.0,4473.0,1706.0,1469.0,1600.0,1120.0,5.0,2603.0,1460.0,1500.0,10.0,15.0,73,29.0,27.0,64.0
175962.0,750.0,3.0,2.0,1.0,4.0,5.0,5.0,1.6,0.0,1.0,1.0,1.0,1.0,2.0,1.0,81.0,4.0,155.0,4475.0,1706.0,1469.0,1595.0,1115.0,5.0,2603.0,1460.0,1500.0,10.0,15.0,74,14.0,57.0,70.0
175962.0,750.0,3.0,2.0,1.0,4.0,5.0,5.0,1.6,0.0,1.0,1.0,1.0,3.0,2.0,1.0,75.5,4.0,147.5,4473.0,1706.0,1469.0,1735.0,1275.0,5.0,2603.0,1460.0,1500.0,8.0,10.0,75,1.0,49.0,49.0
175962.0,750.0,3.0,2.0,1.0,4.0,5.0,5.0,1.6,0.0,1.0,1.0,1.0,3.0,2.0,1.0,81.0,4.0,155.0,4473.0,1706.0,1469.0,1600.0,1120.0,5.0,2603.0,1460.0,1500.0,8.0,10.0,76,1.0,49.0,49.0
175962.0,750.0,3.0,2.0,1.0,4.0,5.0,5.0,1.6,0.0,1.0,1.0,1.0,3.0,2.0,1.0,81.0,4.0,155.0,4473.0,1706.0,1469.0,1600.0,1120.0,5.0,2603.0,1460.0,1500.0,10.0,15.0,77,36.0,14.0,61.0
175962.0,750.0,3.0,2.0,1.0,4.0,6.0,1.0,1.6,0.0,1.0,1.0,1.0,1.0,2.0,1.0,81.0,4.0,155.0,4473.0,1706.0,1469.0,1635.0,1155.0,5.0,2603.0,1460.0,1500.0,10.0,15.0,78,37.0,27.0,66.0
175962.0,750.0,3.0,2.0,1.0,4.0,6.0,1.0,1.6,0.0,1.0,1.0,1.0,1.0,2.0,1.0,81.0,4.0,155.0,4475.0,1706.0,1469.0,1625.0,1145.0,5.0,2603.0,1460.0,1500.0,10.0,15.0,79,14.0,57.0,70.0
175962.0,750.0,3.0,2.0,1.0,4.0,6.0,1.0,1.6,0.0,1.0,1.0,1.0,3.0,2.0,1.0,81.0,4.0,155.0,4473.0,1706.0,1469.0,1635.0,1155.0,5.0,2603.0,1460.0,1500.0,10.0,15.0,80,24.0,25.0,48.0
175962.0,750.0,3.0,2.0,1.0,4.0,6.0,1.0,1.6,0.0,1.0,1.0,1.0,3.0,2.0,1.0,81.0,4.0,155.0,4473.0,1706.0,1469.0,1640.0,1160.0,5.0,2603.0,1460.0,1500.0,10.0,15.0,81,20.0,12.0,48.0
178529.0,98.0,1.0,4.0,0.0,1.0,5.0,5.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,50.0,4.0,90.0,3797.0,1510.0,1820.0,1575.0,930.0,7.0,2500.0,1290.0,1290.0,0.0,5.0,82,3.0,40.0,47.0
178529.0,98.0,1.0,4.0,0.0,1.0,5.0,5.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,50.0,4.0,90.0,3797.0,1510.0,1820.0,1575.0,950.0,7.0,2500.0,1290.0,1290.0,0.0,5.0,83,7.0,38.0,48.0
178529.0,98.0,1.0,4.0,0.0,1.0,5.0,5.0,1.0,0.0,2.0,1.0,1.0,3.0,2.0,1.0,45.0,4.0,85.0,3730.0,1510.0,1860.0,1550.0,985.0,7.0,2500.0,1280.0,1290.0,0.0,5.0,84,48.0,1.0,33.0
178529.0,98.0,1.0,4.0,0.0,1.0,5.0,5.0,1.0,0.0,2.0,1.0,1.0,3.0,2.0,1.0,45.0,4.0,85.0,3797.0,1510.0,1820.0,1575.0,925.0,7.0,2500.0,1290.0,1290.0,0.0,5.0,85,19.0,27.0,48.0
178529.0,98.0,1.0,4.0,0.0,1.0,5.0,5.0,1.0,0.0,2.0,1.0,1.0,3.0,2.0,1.0,45.0,4.0,85.0,3797.0,1510.0,1820.0,1575.0,945.0,7.0,2500.0,1290.0,1290.0,0.0,5.0,86,25.0,24.0,48.0
178529.0,98.0,1.0,4.0,0.0,1.0,5.0,5.0,1.0,0.0,2.0,1.0,1.0,3.0,2.0,1.0,45.0,4.0,85.0,3810.0,1510.0,1820.0,1575.0,930.0,7.0,2500.0,1290.0,1290.0,0.0,5.0,87,6.0,21.0,27.0
178529.0,98.0,1.0,4.0,0.0,1.0,5.0,5.0,1.0,0.0,2.0,1.0,1.0,3.0,2.0,1.0,45.0,4.0,85.0,3810.0,1510.0,1820.0,1575.0,950.0,7.0,2500.0,1290.0,1290.0,0.0,5.0,88,13.0,19.0,33.0
178529.0,98.0,1.0,4.0,0.0,1.0,5.0,5.0,1.0,0.0,2.0,1.0,1.0,3.0,2.0,1.0,45.0,4.0,85.0,3885.0,1600.0,1860.0,1620.0,1015.0,7.0,2500.0,1290.0,1290.0,0.0,5.0,89,19.0,1.0,33.0
178529.0,98.0,1.0,4.0,0.0,1.0,5.0,5.0,1.0,0.0,2.0,1.0,1.0,3.0,2.0,1.0,45.0,4.0,85.0,3995.0,1510.0,1860.0,1780.0,1020.0,7.0,2750.0,1280.0,1290.0,0.0,5.0,90,1.0,1.0,1.0
178529.0,98.0,1.0,4.0,0.0,1.0,5.0,5.0,1.0,0.0,2.0,1.0,1.0,3.0,2.0,1.0,50.0,4.0,90.0,3885.0,1600.0,1860.0,1620.0,1000.0,7.0,2500.0,1290.0,1290.0,0.0,5.0,91,35.0,1.0,43.0
178529.0,98.0,1.0,4.0,0.0,1.0,5.0,5.0,1.1,0.0,2.0,1.0,1.0,3.0,2.0,1.0,60.0,4.0,103.0,3885.0,1600.0,1860.0,1620.0,1000.0,7.0,2500.0,1290.0,1290.0,0.0,5.0,92,4.0,1.0,5.0
178529.0,98.0,1.0,4.0,0.0,1.0,5.0,5.0,1.2,0.0,2.0,1.0,1.0,1.0,2.0,1.0,60.3,4.0,115.0,3797.0,1510.0,1820.0,1575.0,940.0,5.0,2500.0,1290.0,1290.0,0.0,5.0,93,3.0,52.0,54.0
178529.0,98.0,1.0,4.0,0.0,1.0,5.0,5.0,1.2,0.0,2.0,1.0,1.0,1.0,2.0,1.0,60.3,4.0,115.0,3797.0,1510.0,1820.0,1575.0,940.0,7.0,2500.0,1290.0,1290.0,0.0,5.0,94,4.0,57.0,66.0
