sale_date,class_id,sale_quantity,brand_id,compartment,type_id,level_id,department_id,TR,gearbox_type,displacement,if_charging,price,driven_type_id,fuel_type_id,newenergy_type_id,emission_standards_id,if_MPV_id,if_luxurious_id,power,cylinder_number,engine_torque,car_length,car_width,car_height,total_quality,equipment_quality,rated_passenger,wheelbase,front_track,rear_track,price_lower,price_upper,year,month,time_index
2015-12-01,103507,29,831,2,1,3,3,6.0,5,1.6,0,16.7,1,1,1,3,2,1,91.6,4,150.7,4270,1780,1630,1720,1275,5.0,2590,1557,1570,10,15,2015,12,48
2015-12-01,103507,1195,831,2,1,3,3,6.0,1,1.6,0,16.7,1,1,1,3,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2015,12,48
2015-12-01,103507,29,831,2,1,3,3,7.0,4,1.6,1,16.7,1,1,1,1,2,1,117.7,4,250.0,4270,1780,1630,1880,1426,5.0,2590,1557,1570,10,15,2015,12,48
2015-12-01,103507,35,831,2,1,3,3,7.0,4,1.6,1,16.7,1,1,1,3,2,1,117.7,4,250.0,4270,1780,1630,1880,1426,5.0,2590,1557,1570,10,15,2015,12,48
2016-01-01,103507,6,831,2,1,3,3,6.0,5,1.6,0,11.9,1,1,1,3,2,1,91.6,4,150.7,4270,1780,1630,1720,1275,5.0,2590,1557,1570,10,15,2016,1,49
2016-01-01,103507,12,831,2,1,3,3,6.0,1,2.0,0,11.9,3,1,1,1,2,1,118.0,4,192.0,4270,1780,1630,1930,1510,5.0,2590,1557,1570,15,20,2016,1,49
2016-01-01,103507,6,831,2,1,3,3,6.0,1,2.0,0,11.9,1,1,1,1,2,1,118.0,4,192.0,4270,1780,1630,1860,1425,5.0,2590,1557,1570,15,20,2016,1,49
2016-01-01,103507,6,831,2,1,3,3,6.0,1,2.0,0,11.9,3,1,1,3,2,1,118.0,4,192.0,4270,1780,1630,1930,1510,5.0,2590,1557,1570,15,20,2016,1,49
2016-01-01,103507,278,831,2,1,3,3,6.0,1,1.6,0,11.9,1,1,1,3,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2016,1,49
2016-01-01,103507,621,831,2,1,3,3,6.0,1,1.6,0,11.9,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2016,1,49
2016-01-01,103507,17,831,2,1,3,3,6.0,5,1.6,0,11.9,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1720,1275,5.0,2590,1557,1570,10,15,2016,1,49
2016-01-01,103507,35,831,2,1,3,3,7.0,4,1.6,1,11.9,1,1,1,1,2,1,117.7,4,250.0,4270,1780,1630,1880,1426,5.0,2590,1557,1570,15,20,2016,1,49
2016-01-01,103507,12,831,2,1,3,3,7.0,4,1.6,1,11.9,1,1,1,3,2,1,117.7,4,250.0,4270,1780,1630,1880,1426,5.0,2590,1557,1570,15,20,2016,1,49
2016-02-01,103507,17,831,2,1,3,3,7.0,4,1.6,1,14.5,1,1,1,3,2,1,117.7,4,250.0,4270,1780,1630,1880,1426,5.0,2590,1557,1570,15,20,2016,2,50
2016-02-01,103507,6,831,2,1,3,3,6.0,5,1.6,0,14.5,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1720,1275,5.0,2590,1557,1570,10,15,2016,2,50
2016-02-01,103507,824,831,2,1,3,3,6.0,1,1.6,0,14.5,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2016,2,50
2016-02-01,103507,6,831,2,1,3,3,7.0,4,1.6,1,14.5,1,1,1,1,2,1,117.7,4,250.0,4270,1780,1630,1880,1426,5.0,2590,1557,1570,15,20,2016,2,50
2016-02-01,103507,6,831,2,1,3,3,6.0,1,2.0,0,14.5,3,1,1,1,2,1,118.0,4,192.0,4270,1780,1630,1930,1510,5.0,2590,1557,1570,15,20,2016,2,50
2016-02-01,103507,12,831,2,1,3,3,6.0,1,2.0,0,14.5,1,1,1,1,2,1,118.0,4,192.0,4270,1780,1630,1860,1425,5.0,2590,1557,1570,15,20,2016,2,50
2016-02-01,103507,70,831,2,1,3,3,6.0,1,1.6,0,14.5,1,1,1,3,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2016,2,50
2016-02-01,103507,12,831,2,1,3,3,6.0,1,2.0,0,14.5,3,1,1,3,2,1,118.0,4,192.0,4270,1780,1630,1930,1510,5.0,2590,1557,1570,15,20,2016,2,50
2016-03-01,103507,35,831,2,1,3,3,6.0,1,2.0,0,10.4,1,1,1,3,2,1,118.0,4,192.0,4270,1780,1630,1860,1425,5.0,2590,1557,1570,15,20,2016,3,51
2016-03-01,103507,6,831,2,1,3,3,6.0,1,2.0,0,10.4,3,1,1,1,2,1,118.0,4,192.0,4270,1780,1630,1930,1510,5.0,2590,1557,1570,15,20,2016,3,51
2016-03-01,103507,12,831,2,1,3,3,7.0,4,1.6,1,10.4,1,1,1,3,2,1,117.7,4,250.0,4270,1780,1630,1880,1426,5.0,2590,1557,1570,15,20,2016,3,51
2016-03-01,103507,23,831,2,1,3,3,7.0,4,1.6,1,10.4,1,1,1,1,2,1,117.7,4,250.0,4270,1780,1630,1880,1426,5.0,2590,1557,1570,15,20,2016,3,51
2016-03-01,103507,6,831,2,1,3,3,6.0,1,2.0,0,10.4,3,1,1,3,2,1,118.0,4,192.0,4270,1780,1630,1930,1510,5.0,2590,1557,1570,15,20,2016,3,51
2016-03-01,103507,493,831,2,1,3,3,6.0,1,1.6,0,10.4,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2016,3,51
2016-03-01,103507,75,831,2,1,3,3,6.0,1,1.6,0,10.4,1,1,1,3,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2016,3,51
2016-04-01,103507,139,831,2,1,3,3,6.0,1,1.6,0,14.0,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2016,4,52
2016-04-01,103507,6,831,2,1,3,3,7.0,4,1.6,1,14.0,1,1,1,1,2,1,117.7,4,250.0,4270,1780,1630,1880,1426,5.0,2590,1557,1570,15,20,2016,4,52
2016-05-01,103507,41,831,2,1,3,3,7.0,4,1.6,1,16.1,1,1,1,1,2,1,117.7,4,250.0,4270,1780,1630,1880,1426,5.0,2590,1557,1570,15,20,2016,5,53
2016-05-01,103507,690,831,2,1,3,3,6.0,1,1.6,0,16.1,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2016,5,53
2016-05-01,103507,12,831,2,1,3,3,6.0,1,2.0,0,16.1,1,1,1,1,2,1,118.0,4,192.0,4270,1780,1630,1860,1425,5.0,2590,1557,1570,15,20,2016,5,53
2016-05-01,103507,29,831,2,1,3,3,6.0,5,1.6,0,16.1,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1720,1275,5.0,2590,1557,1570,10,15,2016,5,53
2016-06-01,103507,17,831,2,1,3,3,6.0,5,1.6,0,16.9,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1720,1275,5.0,2590,1557,1570,10,15,2016,6,54
2016-06-01,103507,6,831,2,1,3,3,6.0,1,2.0,0,16.9,3,1,1,1,2,1,118.0,4,192.0,4270,1780,1630,1930,1510,5.0,2590,1557,1570,15,20,2016,6,54
2016-06-01,103507,800,831,2,1,3,3,6.0,1,1.6,0,16.9,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2016,6,54
2016-06-01,103507,6,831,2,1,3,3,7.0,4,1.6,1,16.9,1,1,1,1,2,1,117.7,4,250.0,4270,1780,1630,1880,1426,5.0,2590,1557,1570,15,20,2016,6,54
2016-07-01,103507,12,831,2,1,3,3,7.0,4,1.6,1,14.2,1,1,1,1,2,1,117.7,4,250.0,4270,1780,1630,1880,1426,5.0,2590,1557,1570,15,20,2016,7,55
2016-07-01,103507,6,831,2,1,3,3,6.0,1,2.0,0,14.2,3,1,1,1,2,1,118.0,4,192.0,4270,1780,1630,1930,1510,5.0,2590,1557,1570,15,20,2016,7,55
2016-07-01,103507,6,831,2,1,3,3,6.0,5,1.6,0,14.2,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1720,1275,5.0,2590,1557,1570,10,15,2016,7,55
2016-07-01,103507,354,831,2,1,3,3,6.0,1,1.6,0,14.2,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2016,7,55
2016-08-01,103507,23,831,2,1,3,3,7.0,4,1.6,1,12.7,1,1,1,1,2,1,117.7,4,250.0,4270,1780,1630,1880,1426,5.0,2590,1557,1570,15,20,2016,8,56
2016-08-01,103507,6,831,2,1,3,3,6.0,5,1.6,0,12.7,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1720,1275,5.0,2590,1557,1570,10,15,2016,8,56
2016-08-01,103507,377,831,2,1,3,3,6.0,1,1.6,0,12.7,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2016,8,56
2016-09-01,103507,12,831,2,1,3,3,6.0,5,1.6,0,17.8,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1720,1275,5.0,2590,1557,1570,10,15,2016,9,57
2016-09-01,103507,46,831,2,1,3,3,7.0,4,1.6,1,17.8,1,1,1,1,2,1,117.7,4,250.0,4270,1780,1630,1880,1426,5.0,2590,1557,1570,10,15,2016,9,57
2016-09-01,103507,626,831,2,1,3,3,6.0,1,1.6,0,17.8,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2016,9,57
2016-10-01,103507,12,831,2,1,3,3,6.0,5,1.6,0,13.8,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1720,1275,5.0,2590,1557,1570,10,15,2016,10,58
2016-10-01,103507,568,831,2,1,3,3,6.0,1,1.6,0,13.8,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2016,10,58
2016-10-01,103507,52,831,2,1,3,3,7.0,4,1.6,1,13.8,1,1,1,1,2,1,117.7,4,250.0,4270,1780,1630,1880,1426,5.0,2590,1557,1570,10,15,2016,10,58
2016-11-01,103507,87,831,2,1,3,3,7.0,4,1.6,1,13.8,1,1,1,1,2,1,117.7,4,250.0,4270,1780,1630,1880,1426,5.0,2590,1557,1570,10,15,2016,11,59
2016-11-01,103507,6,831,2,1,3,3,6.0,5,1.6,0,13.8,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1720,1275,5.0,2590,1557,1570,10,15,2016,11,59
2016-11-01,103507,783,831,2,1,3,3,6.0,1,1.6,0,13.8,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2016,11,59
2016-12-01,103507,1514,831,2,1,3,3,6.0,1,1.6,0,10.0,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2016,12,60
2016-12-01,103507,139,831,2,1,3,3,7.0,4,1.6,1,10.0,1,1,1,1,2,1,117.7,4,250.0,4270,1780,1630,1880,1426,5.0,2590,1557,1570,10,15,2016,12,60
2017-01-01,103507,29,831,2,1,3,3,7.0,4,1.6,1,12.4,1,1,1,1,2,1,117.7,4,250.0,4270,1780,1630,1880,1426,5.0,2590,1557,1570,10,15,2017,1,61
2017-01-01,103507,470,831,2,1,3,3,6.0,1,1.6,0,12.4,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2017,1,61
2017-02-01,103507,400,831,2,1,3,3,6.0,1,1.6,0,10.0,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2017,2,62
2017-02-01,103507,35,831,2,1,3,3,7.0,4,1.6,1,10.0,1,1,1,1,2,1,117.7,4,250.0,4270,1780,1630,1880,1426,5.0,2590,1557,1570,10,15,2017,2,62
2017-03-01,103507,336,831,2,1,3,3,6.0,1,1.6,0,10.8,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2017,3,63
2017-03-01,103507,6,831,2,1,3,3,6.0,5,1.6,0,10.8,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1720,1275,5.0,2590,1557,1570,10,15,2017,3,63
2017-03-01,103507,29,831,2,1,3,3,7.0,4,1.6,1,10.8,1,1,1,1,2,1,117.7,4,250.0,4270,1780,1630,1880,1426,5.0,2590,1557,1570,10,15,2017,3,63
2017-04-01,103507,23,831,2,1,3,3,7.0,4,1.6,1,9.7,1,1,1,1,2,1,117.7,4,250.0,4270,1780,1630,1880,1426,5.0,2590,1557,1570,10,15,2017,4,64
2017-04-01,103507,267,831,2,1,3,3,6.0,1,1.6,0,9.7,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2017,4,64
2017-05-01,103507,6,831,2,1,3,3,7.0,4,1.6,1,12.0,1,1,1,1,2,1,117.7,4,250.0,4270,1780,1630,1880,1426,5.0,2590,1557,1570,10,15,2017,5,65
2017-05-01,103507,423,831,2,1,3,3,6.0,1,1.6,0,12.0,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2017,5,65
2017-06-01,103507,365,831,2,1,3,3,6.0,1,1.6,0,12.7,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2017,6,66
2017-06-01,103507,6,831,2,1,3,3,7.0,4,1.6,1,12.7,1,1,1,1,2,1,117.7,4,250.0,4270,1780,1630,1880,1426,5.0,2590,1557,1570,10,15,2017,6,66
2017-07-01,103507,6,831,2,1,3,3,7.0,4,1.6,1,14.9,1,1,1,1,2,1,117.7,4,250.0,4270,1780,1630,1880,1426,5.0,2590,1557,1570,10,15,2017,7,67
2017-07-01,103507,307,831,2,1,3,3,6.0,1,1.6,0,14.9,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2017,7,67
2017-08-01,103507,174,831,2,1,3,3,6.0,1,1.6,0,11.0,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2017,8,68
2017-08-01,103507,6,831,2,1,3,3,7.0,4,1.6,1,11.0,1,1,1,1,2,1,117.7,4,250.0,4270,1780,1630,1880,1426,5.0,2590,1557,1570,10,15,2017,8,68
2017-09-01,103507,6,831,2,1,3,3,6.0,5,1.6,0,14.8,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1720,1275,5.0,2590,1557,1570,10,15,2017,9,69
2017-09-01,103507,23,831,2,1,3,3,7.0,4,1.6,1,14.8,1,1,1,1,2,1,117.7,4,250.0,4270,1780,1630,1880,1426,5.0,2590,1557,1570,10,15,2017,9,69
2017-09-01,103507,157,831,2,1,3,3,6.0,1,1.6,0,14.8,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2017,9,69
2017-10-01,103507,180,831,2,1,3,3,6.0,1,1.6,0,10.0,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,10,15,2017,10,70
2014-05-01,124140,15,783,2,1,1,1,6.0,5,2.0,0,,1,1,1,1,2,1,116.0,4,200.0,4650,1850,1695,2050,1640,5.0,2700,1565,1565,10,15,2014,5,29
2014-06-01,124140,83,783,2,1,1,1,6.0,5,2.0,0,,1,1,1,1,2,1,116.0,4,200.0,4650,1850,1695,2050,1640,5.0,2700,1565,1565,10,15,2014,6,30
2014-07-01,124140,45,783,2,1,1,1,6.0,1,1.8,1,,1,1,1,3,2,1,130.0,4,230.0,4650,1850,1695,2075,1665,5.0,2700,1565,1565,10,15,2014,7,31
2014-07-01,124140,15,783,2,1,1,1,6.0,1,1.8,1,,1,1,1,1,2,1,130.0,4,230.0,4650,1850,1695,2075,1665,5.0,2700,1565,1565,10,15,2014,7,31
2014-07-01,124140,135,783,2,1,1,1,6.0,5,2.0,0,,1,1,1,1,2,1,116.0,4,200.0,4650,1850,1695,2050,1640,5.0,2700,1565,1565,10,15,2014,7,31
2014-08-01,124140,23,783,2,1,1,1,6.0,1,1.8,1,,1,1,1,3,2,1,130.0,4,230.0,4650,1850,1695,2075,1665,5.0,2700,1565,1565,10,15,2014,8,32
2014-08-01,124140,75,783,2,1,1,1,6.0,5,2.0,0,,1,1,1,1,2,1,116.0,4,200.0,4650,1850,1695,2050,1640,5.0,2700,1565,1565,10,15,2014,8,32
2014-08-01,124140,15,783,2,1,1,1,6.0,1,1.8,1,,1,1,1,1,2,1,130.0,4,230.0,4650,1850,1695,2075,1665,5.0,2700,1565,1565,10,15,2014,8,32
2014-09-01,124140,83,783,2,1,1,1,6.0,5,2.0,0,,1,1,1,1,2,1,116.0,4,200.0,4650,1850,1695,2050,1640,5.0,2700,1565,1565,10,15,2014,9,33
